Permalink,title,description,visual_first_3_seconds,background_music_type_first_3_seconds,published_time_ist,seven_day_views,year,quarter,target,Primary_Category_1_grouped,Video_Type_1_1_final,Video_Type_2_final,voice_first_3_seconds_grouped,thumbnail_1_grouped,thumbnail_sentiment_1_grouped,Secondary_Category_1_new,Secondary_Category_2_new,time_distribution,date
https://www.facebook.com/1954072204870360/posts/2745304705747102/,how to keep haritalika teej fast and what is its shubh muhurat for pooja,"कैसे रखें हरितालिका तीज का व्रत और क्या है इसका शुभ मुहूर्त जानिए संपूर्ण पूजा विधि

(via newj dharohar)",famous personality (fp),relevant,2020-08-21 09:00:54,34991,2020,3,average,others,rare,rare,voice_over(vo),famous personality,neutral,rare,rare,6 AM - 9 AM,2020-08-21
https://www.facebook.com/1954072204870360/posts/2675429029401337/,superstar akshay kumar speaks about precautions people should take to stay safe from covid-19,"गले में लाल गमछा डाल कोरोना वायरस के बीच काम करने निकले अक्षय कुमार, दूसरों को भी दी नसीहत

akshay kumar",famous personality (fp),low,2020-06-03 15:06:00,68584,2020,2,high,others,rare,rare,voice of famous personality(fpv),famous personality,action,health,famous personality,3 PM - 6 PM,2020-06-03
https://www.facebook.com/1954072204870360/posts/2658147001129540/,finance minister nirmala sitharaman announces some benefits to relax to msme sector,"20 लाख करोड़ का आर्थिक पैकेज: आसान भाषा में जानें किसे, क्या मिलेगा?",famous personality (fp),relevant,2020-05-14 17:18:15,17389,2020,2,average,government,rare,rare,text only(to),famous personality,action,rare,no_secondary_category,3 PM - 6 PM,2020-05-14
https://www.facebook.com/1954072204870360/posts/2657981251146115/,pm cares fund annouces and allocates rs.3100 crore to fight against coronavirus,"पीएम केयर्स फंड का सरकार ने दिया हिसाब-किताब, लगातार सवाल उठा रहे विपक्ष को मिला जवाब

narendra modi bharatiya janata party (bjp)",famous personality (fp),relevant,2020-05-14 13:05:00,4864,2020,2,low,government,informative,rare,text only(to),famous personality,neutral,rare,rare,12 PM - 03 PM,2020-05-14
https://www.facebook.com/1954072204870360/posts/2724818341129072/,artist ninad daithankar amazingly play's movie bajirao mastani's song on santoor instrument,"सुनिए फिल्म बाजीराव मस्तानी के गाने का संतूर की मदद से तैयार किया नया वर्जन

video courtesy : ninad daithankar",other,relevant,2020-07-29 19:05:00,8968,2020,3,low,entertainment,general,rare,text only(to),commoner,action,rare,rare,6 PM - 9 PM,2020-07-29
https://www.facebook.com/1954072204870360/posts/2658841244393449/,this migrant labourer travelled 800 kms on foot with family,मजदूर की मजबूरी - गर्भवती पत्नी और बेटी को 800 किलोमीटर खींचकर लाया मजदूर,commoner (np),neutral,2020-05-15 20:05:00,17501,2020,2,average,others,emotions,inspiring,commoner voice(optv),commoner,happy,rare,no_secondary_category,6 PM - 9 PM,2020-05-15
https://www.facebook.com/1954072204870360/posts/2701908116753428/,all you need to know about the sterling biotech scam,"क्या है संदेसरा ब्रदर्स से जुड़ा स्टर्लिंग बायोटेक घोटाला, जिसकी आंच सोनिया गांधी के खास अहमद पटेल तक पहुंची",other,low,2020-07-05 17:35:09,11180,2020,3,low,judiciary & crime,rare,emotions,text only(to),commoner,happy,rare,rare,3 PM - 6 PM,2020-07-05
https://www.facebook.com/1954072204870360/posts/2702037823407124/,remembering the greatest : dhirubhai ambani,"देश के लिए सोचने वाले, वादे को पूरा करने वाले धीरुभाई अंबानी ने आज ही के दिन दुनिया को कहा था अलविदा

reliance industries limited",famous personality (fp),low,2020-07-06 08:05:41,62243,2020,3,high,lifestyle,rare,rare,voice of famous personality(fpv),famous personality,happy,famous personality,rare,6 AM - 9 AM,2020-07-06
https://www.facebook.com/1954072204870360/posts/2677078472569726/,"frankly netaji : navjot singh sidhu : 'sherry paaji', champion of 'shayaris'","फ्रैंकली नेताजी: पिता को चीट करने से लेकर लड़कियां ताकने तक, देखें नवजोत सिंह सिद्धू के जीवन से जुड़े खास पाल

navjot singh sidhu

(via newj rajneeti)",famous personality (fp),no music,2020-06-07 10:05:45,76476,2020,2,high,politics,general,rare,voice of famous personality(fpv),famous personality,happy,political,famous personality,9 AM - 12 PM,2020-06-07
https://www.facebook.com/1954072204870360/posts/2761139860830253/,ancient city to transform into modern temple of faith,"कैसी दिखेगी 21वीं शताब्दी की श्री राम जी की अयोध्या

myogiadityanath | government of up | chief minister office uttar pradesh",other,relevant,2020-09-06 16:26:18,33369,2020,3,average,rare,rare,rare,text only(to),rare,neutral,rare,rare,3 PM - 6 PM,2020-09-06
https://www.facebook.com/1954072204870360/posts/2700889386855301/,"frankly netaji : from mimicry to 'shayaris', know all about asaduddin owaisi, the man who does it all","फ्रैंकली नेताजी - क्रिकेट, बाइक राइडिंग से फिटनेस तक, देखिए कैसा है असदुद्दीन ओवैसी का अनप्लग्ड अंदाज

asaduddin owaisi | aimim- all india majlis-e-ittehadul muslimeen

(via newj rajneeti)",famous personality (fp),no music,2020-07-05 10:05:26,10536,2020,3,low,politics,general,controversial,voice of famous personality(fpv),famous personality,happy,rare,rare,9 AM - 12 PM,2020-07-05
https://www.facebook.com/1954072204870360/posts/2735629740047932/,former president pranab mukherjee tests positive for coronavirus as cases surge over 20 lakhs in the nation,"पूर्व राष्ट्रपति प्रणब मुखर्जी हुए कोरोना से संक्रमित, कहा - संपर्क में आए सभी लोग करवाएं अपना टेस्ट",famous personality (fp),relevant,2020-08-10 17:05:00,5164,2020,3,low,others,general,rare,text only(to),famous personality,neutral,famous personality,rare,3 PM - 6 PM,2020-08-10
https://www.facebook.com/1954072204870360/posts/2676275232650050/,shivraj singh chouhan steps forward to help late corona warriors death,"8 साल की मासूम के सपनों को पूरा करने के लिए ‘मामा’ शिवराज सिंह चौहान ने ली जिम्मेदारी, भांजी को बनाएंगे पुलिस ऑफिसर

shivraj singh chouhan",commoner (np),no music,2020-06-07 18:35:00,15928,2020,2,average,others,rare,rare,commoner voice(optv),famous personality,happy,health,person specific,6 PM - 9 PM,2020-06-07
https://www.facebook.com/1954072204870360/posts/2732773363666903/,#shaandaarsaturday - iconic scenes of late irrfan khan,"#shaandaarsaturday - irrfan khan की याद में उनके best scenes और dialogues

irrfan

(via फिल्मी newj)",famous personality (fp),no music,2020-08-08 19:34:29,91370,2020,3,high,others,profile,rare,voice of famous personality(fpv),famous personality,rare,famous personality,person specific,6 PM - 9 PM,2020-08-08
https://www.facebook.com/1954072204870360/posts/2749740978636808/,"another blow for china as r praggnanandhaa defeats china in online chess olympiad, qualifys for the quarter-finals","ये हैं चेन्नई के आर प्रागनानंदा, जिनकी जीत की बदौलत शतरंज ओलंपियाड में चीन को हराकर क्वार्टर फाइनल में पहुंचा भारत",commoner (np),no music,2020-08-25 16:35:00,43709,2020,3,average,sports & games,inspiring,rare,commoner voice(optv),commoner,neutral,rare,person specific,3 PM - 6 PM,2020-08-25
https://www.facebook.com/newjplus/videos/1626054707567665/,folk utsav- poet kumar vishwas joins malini awasthi,"folk उत्सव में आज पद्मश्री मालिनी अवस्थी के साथ होंगी बातें खास, देश की मिट्टी, रिश्तों की जड़ बताएंगे कवि कुमार विश्वास live
malini awasthi",other,no music,2020-06-16 16:41:29,58731,2020,2,high,others,rare,rare,other,famous personality,happy,rare,person specific,3 PM - 6 PM,2020-06-16
https://www.facebook.com/1954072204870360/posts/2691301711147402/,storyteller neelesh misra recollects fond memories of his father on father's day,"क्यों कहानीकार नीलेश मिसरा ने अपने पिता के लिए चलाया था एक अभियान, जानिए उनके पिता की संघर्ष की दास्तां

neelesh misra",commoner (np),low,2020-06-21 21:05:00,12973,2020,2,average,others,rare,rare,commoner voice(optv),famous personality,neutral,person specific,rare,9 PM - 12 AM,2020-06-21
https://www.facebook.com/1954072204870360/posts/2750638131880426/,journalist sushmita sinha sparks controversy as she uses 'hartalika teej vrat' book as a toilet paper,"खुद को पत्रकार बताने वाली सुष्मिता सिन्हा ने हिंदू परंपरा का उड़ाया मजाक, इंटरनेट पर लोगों ने की गिरफ्तारी की मांग",commoner (np),no music,2020-08-26 17:05:00,499309,2020,3,high,judiciary & crime,emotions,controversial,commoner voice(optv),commoner,neutral,rare,person specific,3 PM - 6 PM,2020-08-26
https://www.facebook.com/1954072204870360/posts/2726916654252574/,old is gold : 90s style makes comeback in the advance culture,"देखिए 90 के दशक के वो फैशन ट्रैंड्स जिन्होंने फिर एक बार की वापसी, अगर आपने नहीं अपनाया तो पाइए इन्हें

https://tracking.vcommission.com/shihy",other,low,2020-07-31 21:45:00,16759,2020,3,average,others,general,rare,text only(to),object,neutral,other,no_secondary_category,9 PM - 12 AM,2020-07-31
https://www.facebook.com/1954072204870360/posts/2790840494526856/,baba ka dhaba: how social media helped wipe the tears of this elderly delhi couple,"बाबा का ढाबा पर खाना खाने के लिए लगी भीड़, आंसुओं की जगह चेहरे पर फैली मुस्कुराहट",commoner (np),neutral,2020-10-09 12:02:49,169894,2020,4,high,rare,general,rare,commoner voice(optv),commoner,happy,rare,internet sensation,12 PM - 03 PM,2020-10-09
https://www.facebook.com/1954072204870360/posts/2758076807803225/,pm narendra modi's personal website account gets hacked on twitter hours after banning chinese apps,चीनी ऐप्स के बैन होने के कुछ ही घंटे बाद क्यों हैक हुआ पीएम मोदी की पर्सनल वेबसाइट का ट्विटर अकाउंट?,other,relevant,2020-09-03 12:22:00,11842,2020,3,low,judiciary & crime,general,rare,text only(to),object,neutral,rare,no_secondary_category,12 PM - 03 PM,2020-09-03
https://www.facebook.com/1954072204870360/posts/2777042515906654/,parshuram ki pratiksha': a tribute to india's national poet ramdhari singh dinkar on his 112th birth anniversary,सुनिए रामधारी सिंह दिनकर की सबसे प्रसिद्ध कविता 'परशुराम की प्रतीक्षा' के अंश,famous personality (fp),no music,2020-09-23 22:41:53,42543,2020,3,average,others,day-specific,profile,voice_over(vo),famous personality,neutral,famous personality,person specific,9 PM - 12 AM,2020-09-23
https://www.facebook.com/1954072204870360/posts/2751610121783227/,fugitive mehul choksi knocks delhi high court's door against netflix's 'bad boy billionaires : india' documentary,"घोटालेबाज मेहुल चोकसी ने क्यों खटखटाया कोर्ट का दरवाजा, क्या है ऐसा जो दुनिया के सामने नहीं आने देना चाहता है मेहुल चोकसी?",famous personality (fp),relevant,2020-08-27 16:35:00,15734,2020,3,low,rare,general,rare,text only(to),famous personality,happy,rare,famous personality,3 PM - 6 PM,2020-08-27
https://www.facebook.com/1954072204870360/posts/2726856644258575/,remembering the great munshi premchand on his birth anniversary,जयंती विशेष - हिंदी भाषा के महान साहित्यकार मुंशी प्रेमचंद के जीवन से जुड़ी कुछ खास बातें,famous personality (fp),loud,2020-07-31 20:05:00,22388,2020,3,average,others,inspiring,informative,text only(to),famous personality,neutral,famous personality,person specific,6 PM - 9 PM,2020-07-31
https://www.facebook.com/1954072204870360/posts/2694073150870258/,"world cup 1983: meet kapil dev, the man who gave india's its maiden world cup title","1983 वर्ल्ड कप के फाइनल मैच की कहानी टीम इंडिया के पूर्व कप्तान कपिल देव की जुबानी

ranveer singh",famous personality (fp),no music,2020-06-25 08:05:00,66389,2020,2,high,sports & games,day-specific,profile,voice of famous personality(fpv),famous personality,happy,cricket,famous personality,6 AM - 9 AM,2020-06-25
https://www.facebook.com/1954072204870360/posts/2726717560939150/,tasting kesar doodh in world record holder's unique style!,एक अनोखे स्टाइल से दूध बेच रहे इस शख्स के नाम है वर्ल्ड रिकॉर्ड,commoner (np),low,2020-08-03 15:05:00,124687,2020,3,high,others,general,rare,text only(to),object,neutral,rare,internet sensation,3 PM - 6 PM,2020-08-03
https://www.facebook.com/1954072204870360/posts/2790253474585558/,it's called vidyarthi bhavan. it's in bengaluru. it serves the best dosas in india,"जानिए पिछले 77 सालों से बेंगलुरु का विख्यात विद्यार्थी भवन के dosa की दास्तान

#foodiefriday | vidyarthi bhavan",commoner (np),loud,2020-10-09 08:00:00,51018,2020,4,average,rare,general,rare,text only(to),object,neutral,rare,no_secondary_category,6 AM - 9 AM,2020-10-09
https://www.facebook.com/1954072204870360/posts/2781139955496910/,benaras hindu university's questionable 'research' claims gangajal can 'cure' covid-19,बीएचयू की रिसर्च ने माना कोरोना को दूर भगाने में 'रामबाण' है गंगाजल!,other,loud,2020-09-28 12:05:00,38819,2020,3,average,others,emotions,rare,text only(to),rare,neutral,health,rare,12 PM - 03 PM,2020-09-28
https://www.facebook.com/1954072204870360/posts/2732732783670961/,saroj didi ka tiffin : the cook who turned into an entrepreneur,"कुक की मदद कर इस शख्स ने शुरू किया उनके लिए टिफिन बिजनेस, लोगों ने दिल खोलकर की तारीफ",commoner (np),neutral,2020-08-09 18:05:00,29044,2020,3,average,rare,inspiring,rare,text only(to),commoner,happy,rare,rare,6 PM - 9 PM,2020-08-09
https://www.facebook.com/newjplus/videos/1694860480651616/,pm narendra modi addresses the united nations economic and social council session live,संयुक्त राष्ट्र में प्रधानमंत्री नरेंद्र मोदी का संबोधन live,famous personality (fp),no music,2020-07-17 20:02:52,9099,2020,3,low,global news,rare,rare,voice of famous personality(fpv),famous personality,neutral,rare,no_secondary_category,6 PM - 9 PM,2020-07-17
https://www.facebook.com/1954072204870360/posts/2706144836329756/,"agva healthcare rules out allegations of unsuitable ventilators, mocks rahul gandhi",‘राहुल गांधी कोई डॉक्टर नहीं है’ वेंटिलेटर सप्लाई करने वाली कंपनी के फाउंडर ने राहुल गांधी को दिया जवाब,commoner (np),no music,2020-07-08 16:05:00,18019,2020,3,average,others,controversial,rare,commoner voice(optv),famous personality,neutral,rare,no_secondary_category,3 PM - 6 PM,2020-07-08
https://www.facebook.com/1954072204870360/posts/2718527891758117/,"the toy story : meet vidyun goel, young enterpreneur who makes kids smile","#womaniyawednesday : मिलिए विद्युन गोयल से, जिन्होंने टॉय बैंक की शुरूआत कर गरीब बच्चों के चेहरे पर लाई मुस्कान

the toy bank",famous personality (fp),low,2020-07-22 21:05:00,110868,2020,3,high,others,inspiring,informative,voice of famous personality(fpv),famous personality,happy,famous personality,person specific,9 PM - 12 AM,2020-07-22
https://www.facebook.com/1954072204870360/posts/2754430651501174/,photographic evidence emerges of casualties suffered by chinese army in galwan valley clash,"गलवान में मारे गए चीनी सैनिकों पर झूठ बोलता रहा चीन, अब सैनिक की कब्र की फोटो आई सामने",commoner (np),relevant,2020-08-30 16:35:00,13208,2020,3,low,global news,emotions,controversial,text only(to),other,neutral,rare,no_secondary_category,3 PM - 6 PM,2020-08-30
https://www.facebook.com/1954072204870360/posts/2761835380760701/,special frontier force : all you need to know about the 'secret tibetan' guerilla squad,"स्पेशल फ्रंटियर फोर्स - भारतीय सेना की वो खुफिया फोर्स जिसने की चीन पर सर्जिकल स्ट्राइक

(via newj garv)",commoner (np),low,2020-09-07 09:12:26,153231,2020,3,high,forces,rare,rare,text only(to),crowd,neutral,rare,no_secondary_category,6 AM - 9 AM,2020-09-07
https://www.facebook.com/1954072204870360/posts/2750697771874462/,india gets it's longest river ropeway in guwahati over brahmaputra river,गुवाहाटी में शुरू हुए देश के सबसे लंबे रोपवे को क्या चीज बनाती है बेहद खास?,commoner (np),low,2020-08-27 08:05:00,42296,2020,3,average,entertainment,general,rare,commoner voice(optv),other,neutral,rare,no_secondary_category,6 AM - 9 AM,2020-08-27
https://www.facebook.com/1954072204870360/posts/2803327816611457/,bollywood's stars maintain studied silence on vulgar navratri memes by eros now,"भाईजान से लेकर बेबो तक, नवरात्रि के मजाक पे सब रहे चुप। newj पूछता हैं सवाल- क्या सितारों को नहीं है इरोस नाउ की अश्लीलता से कोई भी दिक्कत?

salman khan | katrina kaif| ranveer singh  | eros now",famous personality (fp),relevant,2020-10-22 21:18:49,21791,2020,4,low,others,emotions,controversial,text only(to),famous personality,happy,rare,rare,9 PM - 12 AM,2020-10-22
https://www.facebook.com/1954072204870360/posts/2784072981870274/,104-year old man teaches children free of cost in odisha,मिलिए 104 साल के उस शिक्षक से जो पिछले 75 सालों से अपने गांव के बच्चों मुफ्त में पढ़ाने का करते हैं काम,commoner (np),low,2020-10-02 14:05:00,117146,2020,4,high,rare,inspiring,rare,text only(to),commoner,action,rare,person specific,12 PM - 03 PM,2020-10-02
https://www.facebook.com/newjplus/videos/1743461212477071/,rafale induction ceremony live,भारतीय वायुसेना का हुआ राफेल live,other,no music,2020-09-10 10:17:19,100601,2020,3,high,government,rare,rare,other,object,neutral,rare,no_secondary_category,9 AM - 12 PM,2020-09-10
https://www.facebook.com/1954072204870360/posts/2771227349821504/,"time and again, narendra modi proves that only the strong can bend","पीएम मोदी के जन्मदिन पर देखिए वो 5 मौके जब प्रधानमंत्री होते हुए भी सम्मान में झुक गए थे नरेंद्र दामोदरदास मोदी

narendra modi | bharatiya janata party (bjp)

#happybirthdayprimeminister #moditurns70",famous personality (fp),low,2020-09-17 13:35:00,84448,2020,3,high,others,inspiring,rare,text only(to),famous personality,neutral,famous personality,person specific,12 PM - 03 PM,2020-09-17
https://www.facebook.com/1954072204870360/posts/2797286177215621/,man uses jcb excavator to scratch back,"देखा है कभी jcb मशीन से खुजली मिटाते हुए आदमी को?

jcb",commoner (np),relevant,2020-10-16 17:00:00,98694,2020,4,high,rare,emotions,rare,text only(to),object,neutral,rare,person specific,3 PM - 6 PM,2020-10-16
https://www.facebook.com/1954072204870360/posts/2682532898690950/,take a sneak peek at malini awasthi's latest offering,"निमिया - नीम के पेड़ से रिश्तों की बात, मालिनी अवस्थी के साथ

malini awasthi",famous personality (fp),low,2020-06-11 16:05:00,4533,2020,2,low,entertainment,general,rare,voice of famous personality(fpv),famous personality,happy,rare,no_secondary_category,3 PM - 6 PM,2020-06-11
https://www.facebook.com/1954072204870360/posts/2800999393510966/,kolhapur jeweller trolls tanishq with an ad that celebrates girl power,"दो ज्वेलर्स, दो विज्ञापन लेकिन लोगों तक संदेश पहुंचाने का तरीका बिल्कुल अलग. देखिए किस तरह तनिष्क के लव जिहाद एजेंडा का जवाब है एच एस कालेकर ज्वेलर्स का ये विज्ञापन",commoner (np),no music,2020-10-20 13:17:54,126951,2020,4,high,rare,inspiring,rare,text only(to),commoner,action,rare,other,12 PM - 03 PM,2020-10-20
https://www.facebook.com/1954072204870360/posts/2740374122906827/,narendra modi and his affair with the blistering independence day 'safa',"फिर एक बार पहनी एक शानदार पगड़ी नरेंद्र मोदी ने, राजस्थानी स्टाइल में लहराया केसर और चंदन लाल किले से

#independenceday2020 #bharatfirst",famous personality (fp),low,2020-08-15 12:05:00,49810,2020,3,average,others,general,rare,text only(to),famous personality,neutral,famous personality,person specific,12 PM - 03 PM,2020-08-15
https://www.facebook.com/1954072204870360/posts/2809965435947695/,authentic bihari  flavours at delhi's potbelly cafe,द पोटबैली कैफे - दिल्ली में एक ऐसा कैफे जहां आपको मिलेगा शानदार बिहारी खाना,commoner (np),relevant,2020-10-30 08:05:00,21675,2020,4,low,rare,general,rare,text only(to),object,neutral,rare,no_secondary_category,6 AM - 9 AM,2020-10-30
https://www.facebook.com/1954072204870360/posts/2742674656010107/,legendary indian classical vocalist pandit jasraj dies at 90,सातों महाद्वीप में परफॉर्म करने वाले पहले भारतीय कलाकार पंडित जसराज ने 90 साल की उम्र में दुनिया को कहा अलविदा,famous personality (fp),loud,2020-08-18 00:00:27,17061,2020,3,average,others,profile,rare,text only(to),famous personality,neutral,famous personality,person specific,12 AM - 6 AM,2020-08-18
https://www.facebook.com/newjplus/videos/1853120321495652/,pm modi inaugurates kosi rail mega bridge in bihar live,बिहार को पीएम मोदी दे रहे हैं कोसी रेल ब्रिज का उपहार live,other,no music,2020-09-18 12:53:56,7483,2020,3,low,government,rare,rare,other,other,neutral,rare,rare,12 PM - 03 PM,2020-09-18
https://www.facebook.com/1954072204870360/posts/2804955463115359/,delhi constable imparts free education to poor children,"अपनी ड्यूटी के साथ-साथ दिल्ली पुलिस के इस कॉन्स्टेबल ने गरीब बच्चों की शिक्षा का भी उठाया जिम्मा, सुरक्षा और शिक्षा दोनों दे रहा है ये जवान

delhi police aam aadmi party",commoner (np),relevant,2020-10-25 21:00:00,16591,2020,4,low,rare,inspiring,rare,text only(to),commoner,neutral,rare,rare,9 PM - 12 AM,2020-10-25
https://www.facebook.com/1954072204870360/posts/2662565220687718/,sangharsh : migrant labourers fighting for food packaet goes viral,भूख मिटाने के लिए बिस्किट के पैकेटों पर झपटे श्रमिक स्पेशल ट्रेन के भूखे यात्री,commoner (np),neutral,2020-05-19 21:07:00,7376,2020,2,low,others,emotions,rare,voice_over(vo),commoner,anger,rare,no_secondary_category,9 PM - 12 AM,2020-05-19
https://www.facebook.com/1954072204870360/posts/2763121543965418/,decoding bio-bubble : technicalities behind the invisible cover in ipl 2020,80 दिनों तक बायो-बबल की दुनिया में रहेंगे आईपीएल खिलाड़ी. क्या है ये बायो-बबल और क्यों इसे फॉलो करना हर खिलाड़ी के लिए होगा जरूरी?,famous personality (fp),low,2020-09-08 20:05:00,25774,2020,3,average,sports & games,rare,rare,text only(to),famous personality,happy,cricket,rare,6 PM - 9 PM,2020-09-08
https://www.facebook.com/1954072204870360/posts/2658797384397835/,malini awasthi - the face of indian folk songs,"मालिनी अवस्थी- जिनकी आवाज बनी लोकगीतों की पहचान

malini awasthi",famous personality (fp),relevant,2020-05-16 20:05:01,18089,2020,2,average,entertainment,general,rare,voice of famous personality(fpv),famous personality,happy,rare,person specific,6 PM - 9 PM,2020-05-16
https://www.facebook.com/newjplus/videos/1985981668203136/,pm modi addresses the india-us strategic partnership forum live,इंडिया-यूएस स्ट्रैटजिक पार्टनरशिप फोरम से पीएम मोदी live,other,no music,2020-09-03 21:04:53,7335,2020,3,low,government,rare,rare,other,other,neutral,rare,no_secondary_category,9 PM - 12 AM,2020-09-03
https://www.facebook.com/1954072204870360/posts/2733012853642954/,what is ammonium nitrate that took lives of more than 100 people in beirut's massive blast?,क्या होता है अमोनियम नाइट्रेट? जिसके धमाके से हिल उठा था बेरूत शहर,other,no music,2020-08-08 08:05:00,26250,2020,3,average,global news,emotions,emotions,voice_over(vo),object,action,rare,rare,6 AM - 9 AM,2020-08-08
https://www.facebook.com/1954072204870360/posts/2681826562094917/,a look at indian folk music's most loved artist,"पद्मश्री मालिनी अवस्थी जो हैं देश में लोकगीतों की आवाज

malini awasthi",famous personality (fp),relevant,2020-06-11 09:05:23,16078,2020,2,average,entertainment,general,rare,voice of famous personality(fpv),famous personality,happy,rare,person specific,6 AM - 9 AM,2020-06-11
https://www.facebook.com/1954072204870360/posts/2777783759165863/,an apple that watches your blood oxygen levels,"एप्पल वॉच 6 महज 15 सेकंड में मापेगी खून में ऑक्सीजन की मात्रा

apple",commoner (np),relevant,2020-09-27 10:05:00,32653,2020,3,average,others,informative,rare,text only(to),object,neutral,other,no_secondary_category,9 AM - 12 PM,2020-09-27
https://www.facebook.com/1954072204870360/posts/2760515274226045/,hemant bhardwaj comes up with a unique way to give information about various government schemes,"लोगों को मिले सरकारी योजनाओं की जानकारी इसलिए इस शख्स ने पेंटिंग के साथ शुरू की खास पहल

narendra modi",commoner (np),loud,2020-09-06 15:00:00,38169,2020,3,average,rare,inspiring,rare,text only(to),object,neutral,rare,person specific,3 PM - 6 PM,2020-09-06
https://www.facebook.com/1954072204870360/posts/2793664584244447/,naxalite connection in hathras case? woman activist posed as victim’s sister-in-law,"हाथरस मामले में खुद तक जांच पहुंचते ही फरार हुई ‘भाभी’. एस.आई.टी की जांच मैं नक्सलियों से कनेक्शन का इल्ज़ाम

chief minister office uttar pradesh | myogiadityanath",commoner (np),low,2020-10-12 15:53:58,57653,2020,4,average,judiciary & crime,rare,controversial,commoner voice(optv),commoner,neutral,rare,person specific,3 PM - 6 PM,2020-10-12
https://www.facebook.com/1954072204870360/posts/2769616456649260/,painting to mask their hunger,इन चित्र कलाकारों ने देखिए कैसे कोरोना के चलते अपना पेट भरने के लिए ढूंढा एक नया रास्ता,commoner (np),no music,2020-09-16 08:00:00,16572,2020,3,low,rare,general,rare,commoner voice(optv),object,neutral,rare,rare,6 AM - 9 AM,2020-09-16
https://www.facebook.com/1954072204870360/posts/2653252691618971/,"#maatujhesalaam : sindu tai, mother of more than 1500 kids","वो मां जो 1 या 2 नहीं बल्कि संभालती हैं हजारों बच्चों की जिंदगी

#maatujhesalaam",famous personality (fp),relevant,2020-05-09 14:05:52,68531,2020,2,high,others,profile,inspiring,text only(to),famous personality,happy,famous personality,person specific,12 PM - 03 PM,2020-05-09
https://www.facebook.com/1954072204870360/posts/2758361101108129/,know the reason behind shutting down of government-run madarsas in assam,असम सरकार ने सरकारी मदरसों को बंद करने का किया फैसला. अब धर्मनिरपेक्ष और आधुनिक शिक्षा को दिया जाएगा बढ़ावा,commoner (np),no music,2020-09-03 21:36:29,174184,2020,3,high,government,rare,rare,commoner voice(optv),commoner,neutral,rare,rare,9 PM - 12 AM,2020-09-03
https://www.facebook.com/1954072204870360/posts/2756304717980434/,5 times when former president late shri pranab mukherjee amazed the people with his unique aura,देखिए वो 5 पल जब पूर्व राष्ट्रपति प्रणब मुखर्जी ने अपने अलग अंदाज से सभी को किया हैरान,famous personality (fp),low,2020-09-01 15:04:17,176997,2020,3,high,others,rare,rare,voice of famous personality(fpv),famous personality,happy,famous personality,person specific,3 PM - 6 PM,2020-09-01
https://www.facebook.com/newjplus/videos/2296502080496172/,former president shri pranab mukherjee's last rites live,भारत रत्न पूर्व राष्ट्रपति प्रणब मुखर्जी को अंतिम विदाई live,other,no music,2020-09-01 13:38:33,64762,2020,3,high,others,emotions,rare,other,commoner,neutral,famous personality,person specific,12 PM - 03 PM,2020-09-01
https://www.facebook.com/1954072204870360/posts/2686841824926724/,"after sushant singh rajput's demise, kangana ranaut slams bollywood says 'it was a planned murder'","सुशांत सिंह राजपूत की मौत पर फूटा कंगना रनौत का गुस्सा, कहा- ये एक प्लांड मर्डर

team kangana ranaut

(via फिल्मी newj )",famous personality (fp),no music,2020-06-16 16:05:36,76388,2020,2,high,others,rare,controversial,voice of famous personality(fpv),famous personality,neutral,famous personality,person specific,3 PM - 6 PM,2020-06-16
https://www.facebook.com/1954072204870360/posts/2732774170333489/,"meet kashmir's first soldier who was honoured with ashoka chakra, lance naik nazir ahmad wani","आतंकवाद का रास्ता छोड़ जो शामिल हुए सेना में और बने कश्मीर के हीरो

(via newj garv)",famous personality (fp),low,2020-08-09 19:35:02,45118,2020,3,average,forces,inspiring,emotions,voice of famous personality(fpv),commoner,neutral,rare,rare,6 PM - 9 PM,2020-08-09
https://www.facebook.com/1954072204870360/posts/2746057789005127/,pakistan's railway minister sheikh rasheed said 'can nuke india without harming muslims',भारत पर करेंगे हमला लेकिन मुसलमानों को नहीं होगा नुकसान’ फिर से पाकिस्तानी रेल मंत्री ने दिया बेसिर पैर का बयान,famous personality (fp),no music,2020-08-21 16:35:00,32992,2020,3,average,politics,rare,rare,voice of famous personality(fpv),famous personality,neutral,political,rare,3 PM - 6 PM,2020-08-21
https://www.facebook.com/1954072204870360/posts/2698519283758978/,home minister amit shah blames opposition for playing petty politics during crisis,"गृह मंत्री अमित शाह ने राहुल गांधी को दिया करारा जवाब, कहा चीन और पाकिस्तान को पसंद आती हैं राहुल गांधी की बातें

bharatiya janata party (bjp) amit shah

(via newj rajneeti)",famous personality (fp),no music,2020-06-29 18:05:52,10455,2020,2,low,politics,rare,rare,voice of famous personality(fpv),famous personality,neutral,political,rare,6 PM - 9 PM,2020-06-29
https://www.facebook.com/1954072204870360/posts/2662543804023193/,cyclone amphan to hit east indian coast at 160 km/h speed,"160 किमी की रफ्तार से भारत से टकराने आ रहा है सुपर साइक्लोन अम्फान, पहुंचा सकता है भारी नुकसान",other,no music,2020-05-19 15:27:37,53641,2020,2,high,rare,emotions,rare,text only(to),rare,neutral,rare,no_secondary_category,3 PM - 6 PM,2020-05-19
